Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cameroon,CMR,618740988.01,657597382.76,699373701.22,723624365.29,782384527.81,814139855.76,853268771.10,934079050.35,1053077155.18,1152418514.83,1160002260.95,1233991075.12,1430951331.85,1758727395.19,2255496995.49,2752771043.89,3076592431.27,3366368664.60,4409920643.64,5811444660.66,6740756568.92,7636345827.34,7322914570.16,7381854746.92,7801858825.18,8148223603.58,10621158532.52,12302471429.43,12493286761.73,11140055364.15,11151578050.74,12434370004.96,11396310990.22,15498179313.04,10600157683.84,9643953174.77,10513387441.62,10833497457.51,10612847429.35,11198378749.47,10083937740.06,10371327756.45,11579343088.16,14548845764.53,17430933517.30,17944084201.49,19356046327.90,22365265025.66,26409781215.18,26017925551.84,26143818509.64,29337006833.08,29104437355.04,32348149947.37,34942948737.40,30916218544.44,32217537942.66,34798596482.43
"Congo, Dem. Rep.",COD,3359404117.65,3086746857.14,3779841428.57,6213185742.57,2881545272.73,4043901818.18,4532660181.82,3384063371.76,3909780538.92,5032434970.06,4877684910.18,5594770359.28,6173712814.37,7870239461.08,9596960179.64,10237343173.65,9648583224.99,12344424763.57,15372608002.39,15068422236.37,14394927494.86,12537821038.22,13651667371.17,11006712650.45,7857729193.20,7195042616.01,8095367168.22,7661625472.58,8861299976.74,9021862775.26,9349764580.37,9625436872.51,8227343907.27,10706259936.74,5820382248.28,5643439376.10,5771454939.62,6090840548.19,6215591269.90,4711259427.27,19088046305.80,7438189100.33,8728038525.14,8937567059.88,10297483481.22,11964484667.91,14451902467.93,16737071816.42,19788515873.97,18648373312.39,21565722425.00,25839749198.78,29306223081.15,32671683662.24,35917650629.61,37917704900.12,34991160099.74,37241300948.66
"Congo, Rep.",COG,131731862.57,151675739.16,166521239.86,172233430.87,185693724.85,198318063.86,220613582.37,237397428.34,251247458.01,265040036.06,274960699.86,322128019.32,410669262.90,541973362.48,585364635.35,767102679.02,754549600.55,765224030.64,878771771.29,1198749665.95,1705796849.55,1993512325.92,2160640566.54,2097274289.62,2193581366.41,2160872541.42,1849268214.68,2297753649.28,2212536313.33,2389593021.95,2798746050.58,2724853592.73,2933222714.12,1918970032.41,1769365425.04,2116003977.98,2540697688.06,2322718991.26,1949481296.61,2353909563.94,3219910550.39,2794259783.08,3019993738.77,3495868808.05,4648628921.37,6087003176.12,7731261310.93,8394688284.06,11859013281.00,9593537550.75,12007880438.62,14425607179.66,13677930123.59,14085851348.07,14177437982.26,8553154580.40,7833508878.97,8722553000.84
Colombia,COL,4040948153.73,4552914000.00,4968603735.58,4838841455.56,5992169466.67,5790247619.05,5452762962.96,5727195020.23,5918455409.81,6405427873.71,7198360460.20,7820380970.54,8671358732.68,10315760000.34,12370029583.64,13098633901.87,15341403660.47,19470960619.13,23263511958.05,27940411250.27,33400735644.05,36388366869.03,38968039721.75,38729822781.60,38253120737.97,34894411351.98,34942489683.97,36373307085.09,39212550050.42,39540080200.39,40274204595.23,41239551378.25,49279585355.09,55802538219.03,81703500846.04,92507279383.04,97160109277.81,106659508271.26,98443739941.17,86186158684.77,99886577330.73,98203546156.31,97933391976.08,94684584162.77,117074863821.85,146566264837.01,162590146096.41,207416494642.38,243982437870.84,233821670544.26,287018184637.53,335415156702.19,369659700375.52,380191881860.37,378195716714.27,291519591532.95,280090999648.12,309191382833.37
Comoros,COM,,,,,,,,,,,,,,,,,,,,,123505640.91,114271897.27,107089552.30,111519676.02,107489822.70,114490697.58,162487763.89,196433684.04,207476554.81,198733185.88,250030760.75,246823428.91,266191040.37,263568114.45,185761822.56,231896229.56,230495751.45,212099634.70,215394066.07,222580453.75,203846427.74,220093812.21,246737679.47,317562269.37,368143118.69,380372892.61,406111873.54,462453582.87,523134896.97,524157261.01,530493353.22,586281766.76,570865941.23,618663921.86,647720707.08,565689764.63,616654490.41,648920942.74
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246875.54,139468114.60,140630758.59,138476239.37,132019065.03,137728155.21,190651208.00,235253171.84,264308140.29,267448513.11,306891107.26,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979069.27,490608657.92,521910560.52,592416703.06,539227277.63,563024383.30,620974660.23,813963830.18,924318490.76,971977088.16,1107891063.44,1513933983.22,1789333748.68,1711817181.53,1664310769.55,1864824080.69,1751888561.73,1850951315.40,1858121723.32,1596154666.48,1638927335.62,1753736711.67
Costa Rica,CRI,507513829.99,490325181.61,479180824.35,511902136.81,542578367.24,592981162.26,647305630.19,699456618.87,773841494.34,853630203.77,984830158.49,1077152902.29,1238251695.55,1528916185.23,1666544754.10,1960863465.58,2412555425.90,3072427012.84,3523208809.80,4035519323.22,4831447001.17,2623807074.29,2606621255.02,3976453966.74,4593908718.76,4796628461.39,5477895474.91,5841132961.61,6063759370.63,6866402028.11,7403457319.20,7168999428.24,8528593084.49,9537297507.17,10432619390.36,11513472693.87,11618286553.37,12552071367.15,13617405420.12,14195623424.81,14949514585.16,15913363335.06,16504795453.28,17195867540.35,18529767934.47,19952156474.85,22600431878.00,26743874205.94,30612932876.44,30562361123.03,37268635287.09,42262697840.39,46473128285.56,49745088111.70,50577769837.75,54775972988.73,56988989896.64,57057372468.04
Caribbean small states,CSS,1904498765.33,2061195460.46,2174966133.70,2309955103.30,2495489441.84,2687118270.19,2914379439.16,3128410439.63,3110836478.57,3385419584.47,3724718470.27,4049439479.40,4687887088.70,5121148699.65,6657346981.35,7747613323.42,7978842506.93,9262319734.56,9505508269.61,10934451734.32,13459026796.39,14848950192.30,16501833347.10,16718952151.67,15931180173.60,15750514606.89,14367245873.77,15438346199.19,16367253854.31,16766063672.55,17884432791.06,17668489749.35,17396950399.09,18799958621.35,19800879060.94,21894409923.26,23905346738.77,28028091570.11,29774471520.17,31742034842.55,34061559104.93,35068207713.80,36872616586.51,39421593800.23,43139861259.33,48786092029.76,54618160956.42,60670805979.81,68875542818.27,58049437076.43,63131259584.28,68378335169.80,70576655404.26,71378769877.49,72525038827.61,70918077436.86,67787681466.08,69331419650.60
Cuba,CUB,,,,,,,,,,,5693005200.00,6914658400.00,8135150891.92,9987709650.18,11405957317.07,13027415243.90,13789579902.56,14206158674.70,17844705324.68,19584443287.67,19912889861.11,20150254096.39,20953510235.29,22204940512.22,24039383608.42,22920490774.10,24226574634.03,25213935012.08,27458999472.30,27023468665.90,28645436569.15,24316556025.66,22085858243.24,22367254864.86,28448326756.76,30429803651.22,25017300000.00,25366200000.00,25736331247.18,28364615241.69,30565400000.00,31682400000.00,33590500000.00,35901200000.00,38203000000.00,42643836074.80,52742800000.00,58603900000.00,60806300000.00,62080000000.00,64328000000.00,68990000000.00,73141000000.00,77148000000.00,80656100000.00,87132800000.00,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074.07,,,,,,,,,,3207032512.94,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,489914760.68,576090073.72,734887973.98,964026512.20,1288715209.58,2154311276.95,2087496373.78,2159242416.77,2160364071.19,2278248953.14,2430411900.19,3090734463.28,3704813885.51,4278792597.24,4563482603.55,5591130217.67,5770197348.48,6912150456.32,6590291048.29,7425703928.57,9826778783.96,9899623588.46,9594298745.72,10353506787.33,10614455231.93,10183317624.88,10567304189.44,11618269230.77,14576896942.24,17422375000.00,18703146374.83,20403713461.30,24077470572.13,27839460963.82,25942622950.82,25562251655.63,27427161523.49,25041372221.51,24084572490.71,23359294148.87,19676167239.66,20153871681.42,21651791751.18
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40477403219.52,29675502269.57,34590052812.17,40614350197.24,47554674590.93,59775697061.04,66985765439.19,61792161168.00,66490372105.13,64867483193.13,61649492816.52,67523642262.40,81910771993.92,99627140274.38,119162172468.27,136280689891.22,155463807112.89,189227050759.60,235718586901.13,206179982164.40,207477857918.92,227948349666.35,207376427020.82,209402444996.10,207818330723.84,186829940545.76,195305084919.14,215725534372.37
Germany,DEU,,,,,,,,,,,215021806498.16,249039217364.64,298667219346.13,396866742553.97,443618642959.72,488780155338.26,517787921003.57,598226205424.07,737668356280.43,878010536975.78,946695355820.96,797443405711.81,773638200773.76,767768378016.09,722367608343.07,729763282952.43,1042300769791.95,1293264353318.82,1395931548502.06,1393674332154.37,1764967948916.60,1861873895109.02,2123130870381.97,2068555542410.98,2205966011811.50,2591620035485.19,2503665193657.40,2218689375140.99,2243225519617.65,2199957383336.88,1949953934033.54,1950648769574.94,2079136081309.99,2505733634311.51,2819245095604.67,2861410272354.18,3002446368084.31,3439953462907.20,3752365607148.09,3418005001389.27,3417094562648.95,3757698281117.55,3543983909148.01,3752513503278.41,3890606893346.69,3375611100742.22,3477796274496.80,3677439129776.60
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989527.97,,373371738.29,395794538.63,409220087.10,452328087.28,462421998.53,478058304.87,466048469.23,491689220.74,497723960.59,494004647.73,502675542.00,514267869.30,536080148.10,551230861.86,572417440.82,591122039.60,622044665.52,666072101.78,708633194.73,768873684.03,847918929.11,999105339.27,1049110684.72,1128611700.36,1239144501.78,1353632941.52,1324733711.83,1455035088.75,1633741922.69,1764268468.94,1844674434.50
Dominica,DMA,,,,,,,,,,,,,,,,,,36370370.37,45170370.37,44296296.30,59100000.00,66218518.52,72051851.85,79925925.93,89848148.15,98585185.19,112074074.07,126348148.15,143766666.67,153374074.07,166322222.22,180437037.04,191759259.26,200418518.52,215459259.26,224037037.04,236444444.44,245781481.48,258440740.74,267740740.74,335845814.81,343119370.37,337695740.74,350091222.22,374771481.48,370370370.37,390370370.37,421375851.85,458190185.19,489074333.33,493824407.41,501025296.30,485998000.00,501979259.26,523666333.33,535095851.85,581484037.04,562540740.74
Denmark,DNK,6248946880.28,6933842098.85,7812968114.40,8316692385.77,9506678762.78,10678897387.00,11721248101.09,12788479692.19,13196541952.00,15009384584.53,17075466666.67,19085681968.14,23232411897.60,30730638895.78,34160363582.67,40474400473.36,44575847808.11,49784281716.42,60362854966.82,70366280174.87,71127592753.60,61877755004.63,60412846238.78,60644833242.21,59105208272.99,62658544411.31,88078729452.48,109414353171.65,115552848547.87,112409236409.40,138247261092.98,139224732275.46,152915624326.97,143195607581.86,156162311731.60,185006961302.30,187632400365.60,173537588008.18,176992000955.11,177965224620.85,164158800460.22,164791416350.27,178635160297.42,218095997085.48,251373036671.06,264467308109.19,282884912894.33,319423370134.28,353361056079.72,321241396034.25,321995350346.50,344003209695.61,327148899962.15,343584385594.13,352993633221.28,301298464861.39,306899653409.60,324871968807.47
Dominican Republic,DOM,672399700.00,654100200.00,824100000.00,940799900.00,1025599900.00,888100000.00,983900000.00,1034800000.00,1079100000.00,1230500000.00,1485400100.00,1666400000.00,1987300000.00,2344699900.00,2925600000.00,3599300100.00,3951399900.00,4587100200.00,4774400000.00,5498800100.00,6631000100.00,7266999800.00,7964000300.00,8622000100.00,10330399700.00,5044592912.68,6122197810.14,5826987203.50,5374315190.18,6686592728.71,7073674721.12,9734321854.02,11356271335.97,13081042400.00,14664237666.67,16598679279.07,18241691857.35,20017908829.33,21672526562.79,22137599986.11,24305116729.19,25599311449.38,27362875602.50,21642882856.42,22692574473.35,36119047252.18,38116351526.29,44169678153.16,48288967303.49,48376555305.69,53982886258.22,57811180659.45,60657780260.68,62661773591.72,66065015410.05,68802092020.94,72342967648.34,75931656814.66
Algeria,DZA,2723648551.75,2434776645.74,2001468867.73,2703014867.33,2909351792.59,3136258896.92,3039834558.75,3370843065.77,3852115816.98,4257218772.15,4863487492.66,5077222366.97,6761786386.55,8715105930.49,13209713643.32,15557934268.50,17728347374.99,20971901273.27,26364491313.45,33243422157.63,42345277342.02,44348672667.87,45207088715.65,48801369800.37,53698278905.97,57937868670.19,63696301892.81,66742267773.20,59089067187.39,55631489801.55,62045099642.78,45715367087.10,48003298223.12,49946455210.97,42542571305.51,41764052457.88,46941496779.85,48177862501.95,48187747528.90,48640574566.65,54790245600.58,54744714396.17,56760288973.67,67863829880.48,85324998813.60,103198228458.59,117027304746.54,134977087734.01,171000691877.71,137211039898.19,161207268655.39,200019057307.66,209058991952.13,209755003250.66,213810022462.43,165874330876.32,159049096745.25,170370810917.97
East Asia & Pacific (excluding high income),EAP,80254551927.92,70449582468.87,64557032194.32,69906305698.09,81049243571.66,94586037559.42,103545708825.90,100332524892.16,101268610630.20,113713971510.92,126761102021.94,136319402276.81,154648692209.72,194710609847.78,219670208055.21,246956223737.70,250662211777.10,289659776040.84,280421411682.36,324817209814.73,374789769886.18,399939534315.26,419736080053.44,440441062057.38,478126134790.70,523980526654.98,522498352282.93,516052186399.69,572367750626.74,618603022188.65,663000601041.91,719536214136.50,806316074293.97,885206748929.35,1064837210122.17,1314276991361.33,1509586838693.35,1563625995930.43,1433117299305.06,1576439931356.09,1735179256802.21,1846141444737.87,2043270006220.00,2312730858562.90,2682114103857.59,3107074979915.01,3742273443756.22,4732738669680.06,5991570235211.15,6498975001914.04,7882446456935.66,9635869807686.66,10749712050822.10,11864683022069.70,12757487627750.30,13271080972127.20,13509334237575.90,14742323722128.80
Early-demographic dividend,EAR,152118689615.39,153079453791.61,158640333936.46,167848662093.04,192254545379.10,209594928480.42,206843953657.98,217092256842.53,235178349408.36,262825834583.73,278603543849.63,301007204649.25,330932643040.29,423405057819.22,593807054956.16,637508172662.66,695902716129.38,778383763094.37,861637123281.44,1048213990082.32,1290798477775.66,1442088056462.23,1373761583199.14,1387234088627.38,1366841032035.55,1399594485406.33,1420769187932.86,1432002674368.20,1540565655650.74,1573991888821.11,1813178409846.20,1921453762720.57,2108155558490.14,2309251827373.08,2420971116509.87,2485113261638.93,2707559243364.66,2898332543804.05,2863468369364.16,3030224549330.27,3288110020716.93,3255751467164.67,3161199152833.63,3515496799520.47,4083949567318.64,4759860440591.09,5448300405314.26,6467163518438.63,7290184875668.88,7013314632310.13,8518642497658.44,9572388908628.66,10033183020177.60,10200899854046.70,10551908247850.40,10227418599351.60,10437433411218.30,11249356756765.50
East Asia & Pacific,EAS,153255030644.57,153702815958.76,157264941828.83,175490936484.39,201627364318.04,224572106260.11,251075815930.65,272048358529.37,299751543747.44,345286657819.24,407448111671.03,452922458271.74,562287559806.67,741052943896.17,853025299905.29,933965118337.04,1026616690727.11,1223802237837.10,1544703478741.79,1677049479794.99,1812450453484.96,1997858327900.06,1958114124676.91,2084169632014.40,2232679174872.41,2356362274854.91,3079768597592.95,3616616947260.31,4351892293410.39,4531535249807.47,4732430596834.54,5343157099340.13,5837733491054.73,6528972575842.51,7301095507995.80,8296163038989.35,7992437848639.92,7647564217884.32,6856965753267.83,7655592774651.22,8280878971543.35,7701923353168.00,7824325509577.77,8601705888156.24,9646251736850.05,10293017310801.30,10916254328345.90,12209516336624.60,14101956941388.00,14531225630964.50,16943264970899.90,19647936061374.70,21031415333115.50,21275182763463.10,21914173792948.90,21795027437826.60,22512169652487.20,23999250748656.80
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877667171602.84,932768827632.58,900663553377.57,828609880234.95,814105160839.00,706722552636.16,754548338881.16,764174427988.43,796313640019.48,746431102636.82,627047960915.24,698279752722.01,693714052423.48,793468314741.56,1002764530620.69,1325888721435.90,1680858731465.82,2063714278276.57,2671612808963.56,3307274731062.51,2597734250240.20,3095275242983.70,3828649600563.84,4054552441559.32,4311458738453.90,4021783448232.20,3074852612469.76,2943297166689.13,3300500740186.92
Europe & Central Asia,ECS,432947010007.71,460864022300.71,503852083982.79,555604245049.90,615289023870.26,669540845688.21,727388707054.51,782604916778.31,816214152205.95,896120529434.12,1007298182020.95,1135976909761.00,1361163298329.14,1728843366159.21,1953454371353.94,2282119724938.74,2372150621723.64,2688363368648.67,3281272548289.20,4014234831184.86,4546929132198.67,4046950962970.82,3899727284676.47,3783032786415.19,3635949213717.68,3762889063262.47,5135510032505.88,6345746947006.82,7064018437099.64,7220700049169.75,8833140051197.53,9114001502012.15,9774298588316.61,8982185404971.40,9394473010467.41,10836212729155.00,11063984417207.90,10498435686246.10,10758274973217.50,10635505698291.40,10019127726024.20,10116696797056.40,11067842298770.30,13481418913167.70,15714335260075.40,16740209757007.50,18121630393543.90,21176998535076.40,23242586105849.20,20444495734666.80,20919626535010.40,23180846811371.10,22343569115289.30,23352202041538.80,23658228163840.50,20373360511263.90,20280711671665.50,21438519189821.40
