"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"217",60,"F","Other","Greater than 45","Low","Male",4,-1,1,0,0,"2013-11-25 05:03:19","2013-11-26 08:38:12"
"218",23,"M","Hispanic","Less than 25","Low","Male",1,-5,4,0,0,"2013-04-24 07:55:53","2013-04-29 12:20:11"
"219",39,"M","Caucasian","25 - 45","Low","Female",0,-2,2,0,0,"2013-06-18 07:12:57","2013-06-19 06:12:35"
"220",56,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-18 08:52:53","2013-10-19 08:16:43"
"221",22,"F","African-American","Less than 25","High","Female",0,0,8,0,0,"2013-08-24 02:29:37","2013-08-24 08:38:38"
"222",53,"F","African-American","Greater than 45","Low","Male",11,-1,3,0,0,"2013-04-18 08:45:19","2013-08-06 09:11:16"
"223",21,"M","Hispanic","Less than 25","Medium","Male",0,0,6,0,0,"2013-10-28 03:10:30","2013-10-28 07:42:27"
"224",22,"F","Caucasian","Less than 25","Medium","Male",0,-1,5,0,0,"2014-02-08 09:30:32","2014-02-10 08:41:20"
"225",58,"M","Caucasian","Greater than 45","Low","Female",2,-23,1,0,0,"2013-04-06 08:22:37","2013-04-07 12:56:04"
"226",42,"F","Other","25 - 45","Low","Male",1,-1,1,0,0,"2013-09-14 06:17:52","2013-09-16 07:28:47"
"227",29,"M","Caucasian","25 - 45","Low","Male",0,0,4,1,1,"2014-11-03 02:36:08","2014-11-08 12:48:35"
"228",22,"F","African-American","Less than 25","Medium","Male",3,-1,6,0,0,"2013-02-13 05:57:01","2013-05-30 09:53:38"
"229",37,"F","Caucasian","25 - 45","Low","Male",0,0,3,0,0,"2013-01-18 05:11:46","2013-01-18 08:38:29"
"230",27,"M","Caucasian","25 - 45","Low","Male",3,-22,1,0,0,"2013-07-28 02:14:16","2013-07-28 02:01:46"
"231",26,"F","African-American","25 - 45","Low","Male",3,0,3,0,0,"2013-04-12 06:16:59","2013-05-15 07:34:15"
"232",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-12-08 02:41:16","2013-12-09 08:36:04"
"233",29,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0,"2013-01-06 10:04:53","2013-01-07 09:20:44"
"234",36,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,0,"2013-10-14 07:59:18","2013-10-15 07:40:50"
"235",24,"F","Caucasian","Less than 25","Medium","Female",0,0,5,0,0,"2013-04-26 02:32:29","2013-04-26 08:01:47"
"236",34,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-05-13 06:00:31","2013-05-13 07:26:25"
"237",25,"F","Hispanic","25 - 45","Low","Male",2,-1,3,1,1,"2013-03-11 08:47:22","2013-03-12 01:01:00"
"238",24,"M","African-American","Less than 25","Low","Male",1,-1,4,1,1,"2013-09-23 10:13:09","2013-09-25 09:17:37"
"239",61,"F","Caucasian","Greater than 45","Low","Male",4,-1,1,0,0,"2013-01-21 08:12:45","2013-01-23 02:40:57"
"240",50,"F","African-American","Greater than 45","Low","Female",3,0,1,0,0,"2014-03-05 12:31:35","2014-03-05 08:38:53"
"241",30,"M","African-American","25 - 45","Low","Male",1,0,2,0,0,"2013-03-19 01:34:13","2013-03-23 12:51:55"
"242",38,"F","African-American","25 - 45","Low","Male",5,-1,2,0,0,"2013-11-29 07:00:11","2013-11-30 12:28:10"
"243",24,"M","Caucasian","Less than 25","Low","Male",0,-1,2,0,0,"2013-12-12 09:51:57","2013-12-13 01:45:42"
"244",20,"F","Other","Less than 25","Medium","Male",0,-1,6,1,1,"2014-10-29 03:32:22","2014-11-20 08:32:38"
"245",27,"M","African-American","25 - 45","High","Male",13,-1,9,1,1,"2013-04-16 07:03:53","2013-04-17 10:30:53"
"246",28,"F","Caucasian","25 - 45","Low","Male",1,0,3,1,1,"2014-02-16 12:19:08","2014-02-20 12:30:39"
"247",26,"F","African-American","25 - 45","Medium","Male",10,-1,6,1,1,"2013-03-04 11:33:53","2013-03-05 04:54:32"
"248",28,"F","African-American","25 - 45","High","Male",5,-1,10,0,0,"2013-09-10 04:03:57","2013-09-11 08:05:58"
"249",63,"F","Caucasian","Greater than 45","Low","Male",2,-3,1,0,0,"2013-12-09 08:43:05","2013-12-12 10:30:31"
"250",42,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-04-17 03:45:48","2013-04-18 05:26:44"
"251",23,"F","African-American","Less than 25","Medium","Male",6,-1,6,1,0,"2013-04-19 04:56:58","2013-04-20 01:49:41"
"252",54,"M","African-American","Greater than 45","Low","Male",2,-26,1,0,0,"2013-12-21 05:27:36","2013-12-22 01:10:00"
"253",35,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-03-09 10:01:46","2014-03-10 09:42:18"
"254",20,"F","African-American","Less than 25","High","Male",1,0,10,1,1,"2013-11-19 02:33:54","2013-11-21 03:37:00"
"255",51,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-04 02:44:33","2013-03-11 09:01:18"
"256",24,"F","Hispanic","Less than 25","Medium","Male",0,0,7,0,0,"2013-04-27 02:50:45","2013-04-28 03:43:53"
"257",37,"F","Caucasian","25 - 45","Low","Male",3,-14,1,0,0,"2013-05-16 08:42:26","2013-05-23 06:52:01"
"258",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0,"2014-02-25 11:20:43","2014-02-26 09:34:42"
"259",56,"F","Caucasian","Greater than 45","Low","Male",0,-2,1,0,0,"2013-09-01 11:41:31","2013-09-02 08:47:35"
"260",35,"F","Asian","25 - 45","Low","Male",0,-1,4,0,0,"2013-05-15 03:27:43","2013-08-24 05:06:24"
"261",58,"F","Hispanic","Greater than 45","Low","Male",1,-11,1,0,0,"2013-01-27 07:57:13","2013-02-06 10:02:46"
"262",29,"M","Hispanic","25 - 45","Low","Male",2,-26,2,0,0,"2013-01-11 06:07:32","2013-01-12 04:14:13"
"263",24,"F","Caucasian","Less than 25","Low","Female",6,0,4,1,1,"2014-04-16 02:28:47","2014-04-19 11:22:18"
"264",21,"M","Caucasian","Less than 25","High","Male",2,-1,9,1,1,"2013-11-05 11:10:50","2013-11-14 01:27:06"
"265",26,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0,"2013-02-12 03:08:29","2013-02-13 08:21:18"
"266",30,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-09-05 10:47:19","2013-09-06 11:08:59"
"267",29,"M","Caucasian","25 - 45","Low","Male",0,0,4,1,1,"2014-03-26 12:14:14","2014-03-27 12:18:56"
"268",54,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-17 03:23:30","2013-02-18 06:40:01"
"269",29,"F","African-American","25 - 45","Low","Male",4,-1,4,1,1,"2013-11-12 01:08:14","2013-11-20 06:26:56"
"270",59,"M","Caucasian","Greater than 45","Low","Female",0,-2,1,0,0,"2013-10-09 09:01:32","2013-10-10 07:57:22"
"271",38,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-03-27 01:50:02","2013-03-28 08:18:15"
"272",52,"F","Hispanic","Greater than 45","Low","Male",20,-1,1,0,0,"2013-04-20 10:15:03","2013-05-18 07:59:38"
"273",27,"F","Caucasian","25 - 45","Low","Male",2,0,4,0,0,"2013-03-09 02:19:02","2013-03-09 09:06:46"
"274",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-04-21 02:10:18","2013-04-22 03:59:29"
"275",35,"F","Caucasian","25 - 45","Low","Male",1,0,3,0,0,"2013-10-03 07:44:08","2013-12-16 08:06:46"
"276",52,"M","Caucasian","Greater than 45","Low","Male",4,-1,2,0,0,"2014-02-02 02:24:43","2014-02-03 01:24:23"
"277",48,"F","Other","Greater than 45","Low","Male",12,0,4,0,0,"2013-03-16 03:19:01","2013-03-17 08:00:36"
"278",26,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0,"2013-10-26 02:28:18","2013-10-27 08:36:51"
"279",48,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2014-01-14 04:43:41","2014-01-15 03:21:55"
"280",30,"M","Hispanic","25 - 45","Medium","Male",7,-1,5,0,0,"2013-08-26 11:08:06","2013-10-03 05:13:08"
"281",28,"M","Other","25 - 45","Low","Male",2,-1,2,0,0,"2013-11-02 05:18:38","2013-11-04 04:03:11"
"282",33,"M","African-American","25 - 45","Low","Male",2,0,3,0,0,"2013-10-08 02:14:25","2013-10-08 11:59:33"
"283",34,"F","African-American","25 - 45","Low","Female",6,-1,2,0,0,"2013-04-22 08:12:13","2013-06-13 09:46:00"
"284",25,"M","Other","25 - 45","Low","Male",0,0,2,0,0,"2013-12-20 03:36:29","2013-12-20 02:06:03"
"285",24,"F","Caucasian","Less than 25","Low","Male",0,0,3,0,0,"2013-04-10 01:50:54","2013-04-11 07:15:22"
"286",52,"M","African-American","Greater than 45","Low","Male",4,0,3,0,0,"2014-01-21 01:50:50","2014-01-22 02:48:22"
"287",24,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2013-01-01 05:32:16","2013-01-16 06:22:12"
"288",23,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0,"2013-01-19 07:06:05","2013-01-20 12:29:47"
"289",27,"F","Caucasian","25 - 45","Low","Male",6,-1,3,1,0,"2013-10-18 01:19:43","2013-10-19 08:00:03"
"290",31,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-08-16 06:01:59","2013-08-16 06:08:13"
"291",32,"F","Caucasian","25 - 45","Low","Male",1,-7,2,1,1,"2014-01-14 10:07:59","2014-01-15 01:58:04"
"292",37,"F","Other","25 - 45","Low","Male",1,-1,1,0,0,"2013-02-20 08:05:01","2013-02-25 09:11:42"
"293",25,"F","Caucasian","25 - 45","Low","Male",0,0,4,0,0,"2013-12-08 01:39:45","2013-12-08 01:45:29"
"294",32,"F","Hispanic","25 - 45","Medium","Male",20,0,7,0,0,"2013-01-01 05:08:53","2013-01-02 03:08:56"
"295",35,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-24 07:43:40","2013-04-26 08:46:06"
"296",24,"M","Caucasian","Less than 25","High","Male",9,-23,8,1,1,"2013-08-17 01:46:04","2013-08-27 03:55:32"
"297",47,"M","Caucasian","Greater than 45","Low","Male",1,0,1,0,0,"2013-03-20 02:25:51","2013-03-20 07:51:16"
"298",44,"M","African-American","25 - 45","Low","Male",1,0,1,0,0,"2013-01-29 06:36:33","2013-01-29 08:34:07"
"299",23,"F","Caucasian","Less than 25","Low","Male",2,-1,3,0,0,"2013-12-12 11:10:00","2013-12-13 08:47:02"
"300",42,"F","African-American","25 - 45","Low","Male",8,-1,2,0,0,"2013-10-02 10:41:22","2013-10-04 05:24:16"
"301",58,"F","African-American","Greater than 45","Low","Male",6,-1,3,0,0,"2013-05-21 03:25:30","2013-10-12 05:17:10"
"302",26,"F","African-American","25 - 45","Low","Male",3,-1,4,1,0,"2013-01-24 09:05:00","2013-01-26 04:55:47"
"303",48,"F","Other","Greater than 45","Low","Female",0,-1,1,0,0,"2013-02-03 10:36:16","2013-02-20 12:12:55"
"304",21,"F","African-American","Less than 25","Medium","Male",3,0,6,1,1,"2013-05-15 12:34:33","2013-05-15 07:01:43"
"305",63,"M","Caucasian","Greater than 45","Low","Male",1,-9,1,0,0,"2014-01-22 10:01:17","2014-01-28 03:54:00"
"306",22,"F","African-American","Less than 25","Medium","Male",3,-11,7,1,1,"2013-11-07 10:41:34","2013-11-15 08:48:23"
"307",50,"M","African-American","Greater than 45","Low","Male",3,-1,2,0,0,"2013-02-02 09:08:31","2013-02-03 06:57:55"
"308",38,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-26 10:41:56","2013-06-05 09:47:42"
"309",41,"F","Caucasian","25 - 45","Low","Male",1,-6,4,0,0,"2013-10-16 03:27:50","2013-10-22 10:32:34"
"310",28,"F","African-American","25 - 45","High","Male",16,-1,9,1,1,"2014-02-24 04:17:37","2014-02-25 08:09:24"
"311",30,"M","African-American","25 - 45","Low","Female",0,0,3,0,0,"2013-11-06 03:13:16","2013-11-07 09:03:30"
"312",23,"F","African-American","Less than 25","Medium","Male",1,0,7,0,0,"2013-04-24 02:27:23","2013-04-24 08:08:08"
"313",40,"F","Caucasian","25 - 45","Low","Male",5,0,1,0,0,"2013-09-15 03:23:56","2013-09-15 07:27:18"
"314",24,"F","Hispanic","Less than 25","Low","Male",8,0,4,0,0,"2013-04-25 02:04:02","2013-04-25 01:19:35"
"315",44,"M","Caucasian","25 - 45","Medium","Male",11,0,6,0,0,"2013-09-07 03:37:40","2014-03-06 10:26:26"
"316",35,"F","African-American","25 - 45","Low","Female",6,-1,1,1,1,"2013-10-29 02:27:04","2013-10-30 08:32:44"
"317",42,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-02-06 02:27:50","2013-02-06 07:49:59"
"318",38,"F","African-American","25 - 45","Medium","Male",15,0,5,1,0,"2014-01-24 04:04:57","2014-01-24 09:37:14"
"319",26,"F","Hispanic","25 - 45","Medium","Male",4,0,6,0,0,"2013-03-06 12:02:54","2013-03-06 09:47:10"
"320",25,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0,"2013-05-27 09:36:52","2013-05-28 09:04:37"
"321",64,"F","Hispanic","Greater than 45","Low","Male",1,-8,1,0,0,"2013-08-05 12:41:27","2013-08-13 02:27:19"
"322",46,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-08-20 09:12:14","2013-08-21 09:19:20"
"323",30,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1,"2013-03-03 06:23:59","2013-03-04 08:33:50"
"324",22,"M","Caucasian","Less than 25","Low","Female",0,0,4,0,0,"2014-01-22 12:55:30","2014-01-22 09:20:36"
"325",23,"M","Caucasian","Less than 25","Medium","Male",1,-1,6,0,0,"2013-03-23 10:06:43","2013-04-02 09:22:16"
"326",31,"M","Hispanic","25 - 45","Low","Male",0,-1,2,0,0,"2013-02-24 12:26:26","2013-02-25 01:51:33"
"327",31,"F","Other","25 - 45","Low","Male",1,-1,2,0,0,"2013-04-30 07:18:35","2013-05-01 03:47:37"
"328",25,"M","African-American","25 - 45","Low","Male",0,-1,4,1,0,"2013-03-16 09:16:46","2013-03-17 02:17:18"
"329",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0,"2013-11-03 01:54:43","2013-11-05 05:54:27"
"330",27,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2013-01-12 04:24:36","2013-01-13 12:41:13"
"331",32,"F","Hispanic","25 - 45","Low","Male",1,-27,1,0,0,"2013-06-26 07:47:32","2013-06-26 08:09:02"
"332",24,"F","Caucasian","Less than 25","Medium","Female",0,0,5,0,0,"2013-09-22 05:21:34","2013-09-23 02:00:15"
"333",20,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0,"2014-01-28 12:49:23","2014-01-29 10:42:36"
"334",27,"M","African-American","25 - 45","High","Male",3,-1,8,1,1,"2014-12-01 03:21:53","2014-12-07 04:35:04"
"335",40,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-17 05:59:00","2013-01-18 08:48:30"
"336",22,"F","African-American","Less than 25","High","Male",11,0,8,1,1,"2014-12-10 01:21:36","2014-12-10 01:26:52"
"337",38,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-04-15 11:18:52","2013-04-16 09:12:28"
"338",30,"M","African-American","25 - 45","Low","Male",1,0,4,0,0,"2013-03-04 03:53:19","2013-03-05 01:59:42"
"339",27,"F","Caucasian","25 - 45","Low","Male",6,-1,4,1,1,"2014-05-14 02:14:46","2014-06-17 10:56:58"
"340",59,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-10-09 03:00:19","2013-10-09 08:12:28"
"341",37,"M","Caucasian","25 - 45","Low","Male",2,-2,1,0,0,"2013-04-16 05:14:39","2013-04-17 05:35:24"
"342",38,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-09-06 01:28:27","2013-09-06 10:50:40"
"343",25,"F","African-American","25 - 45","Low","Male",4,-1,4,1,1,"2013-04-08 05:49:48","2013-05-10 05:42:55"
"344",51,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-12-01 12:17:36","2013-12-01 12:33:39"
"345",28,"F","African-American","25 - 45","Low","Male",10,0,2,0,0,"2014-01-03 04:56:59","2014-01-03 08:00:20"
"346",23,"F","Caucasian","Less than 25","High","Female",3,-1,9,0,0,"2013-02-23 12:49:04","2013-03-01 06:16:35"
"347",22,"M","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-01-19 11:57:56","2013-01-27 05:20:46"
"348",31,"M","African-American","25 - 45","Low","Male",1,-27,1,0,0,"2013-09-04 12:57:02","2013-09-04 08:28:00"
"349",29,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2014-03-10 03:51:44","2014-03-11 03:42:19"
"350",31,"M","Hispanic","25 - 45","Low","Male",0,0,2,0,0,"2013-02-08 05:06:56","2013-02-08 08:10:52"
"351",27,"M","Caucasian","25 - 45","Medium","Male",5,0,7,0,0,"2013-08-24 03:53:34","2013-08-25 08:30:23"
"352",25,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,0,"2013-12-24 08:20:02","2013-12-25 12:46:17"
"353",38,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2014-02-05 09:19:16","2014-02-07 09:14:53"
"354",22,"F","Other","Less than 25","Medium","Male",0,-1,7,0,0,"2013-02-05 04:14:37","2013-02-21 05:24:06"
"355",58,"F","African-American","Greater than 45","Low","Female",4,-14,1,1,1,"2014-08-27 09:14:45","2014-08-28 09:22:51"
"356",21,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0,"2014-02-26 09:16:23","2014-02-27 02:05:20"
"357",22,"F","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-12-04 07:09:34","2013-12-05 09:19:46"
"358",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-01-14 07:16:50","2013-01-17 03:17:43"
"359",31,"F","African-American","25 - 45","Low","Female",10,-1,2,0,0,"2013-04-13 09:58:44","2013-04-14 07:39:41"
"360",45,"F","Caucasian","Greater than 45","Low","Female",1,0,4,0,0,"2014-01-09 02:26:24","2014-01-10 09:06:22"
"361",27,"F","African-American","25 - 45","Low","Male",13,-1,3,1,1,"2013-09-04 07:58:16","2013-09-06 09:43:19"
"362",38,"F","Caucasian","25 - 45","Low","Male",1,-1,1,1,1,"2014-07-09 06:45:49","2014-07-10 01:39:26"
"363",47,"F","African-American","Greater than 45","Medium","Male",20,-1,5,0,0,"2014-02-02 11:48:26","2014-02-04 03:57:20"
"364",22,"F","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-09-30 09:47:34","2013-10-01 02:07:40"
"365",35,"M","African-American","25 - 45","Low","Male",1,-1,3,1,1,"2014-09-03 11:08:09","2014-11-22 04:31:47"
"366",65,"M","African-American","Greater than 45","Low","Male",2,-18,1,1,1,"2014-03-24 02:29:51","2014-03-29 06:17:09"
"367",35,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2014-01-18 05:06:51","2014-01-19 09:04:34"
"368",33,"F","African-American","25 - 45","Low","Female",0,-1,2,0,0,"2013-08-04 07:19:39","2013-08-05 09:38:46"
"369",53,"M","Caucasian","Greater than 45","Low","Male",1,-10,1,0,0,"2013-06-07 03:20:17","2013-06-08 05:43:33"
"370",52,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2013-11-04 11:09:47","2013-11-06 01:57:40"
"371",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-12-11 11:08:04","2013-12-12 08:41:41"
"372",37,"F","African-American","25 - 45","Low","Male",11,-1,2,0,0,"2014-01-21 07:19:02","2014-01-23 04:03:56"
"373",30,"M","Other","25 - 45","High","Male",4,-1,8,1,1,"2013-04-14 09:47:43","2013-04-15 07:07:32"
"374",54,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2014-02-02 12:09:29","2014-02-02 07:50:16"
"375",31,"M","African-American","25 - 45","Low","Female",0,0,1,0,0,"2014-01-31 01:35:12","2014-01-31 01:27:09"
"376",59,"F","Caucasian","Greater than 45","Low","Female",2,26,1,0,0,"2014-03-26 09:34:52","2014-04-24 10:32:10"
"377",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-09-26 05:55:20","2013-09-27 08:21:29"
"378",36,"M","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2013-10-13 05:56:25","2013-10-14 02:07:16"
"379",22,"F","African-American","Less than 25","High","Male",3,0,8,0,0,"2013-04-04 07:34:43","2014-02-21 10:11:50"
"380",28,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-04-25 09:33:39","2013-04-26 08:16:52"
"381",23,"M","African-American","Less than 25","High","Male",2,0,9,1,1,"2013-01-14 04:13:05","2013-04-04 07:46:57"
"382",27,"F","African-American","25 - 45","Low","Male",3,-1,3,0,0,"2013-04-26 04:48:56","2013-04-27 01:30:22"
"383",21,"F","Asian","Less than 25","Medium","Male",0,-1,6,1,1,"2013-05-23 04:42:45","2013-05-24 01:33:21"
"384",31,"F","African-American","25 - 45","Low","Male",5,-1,4,0,0,"2013-08-21 10:33:41","2013-08-28 08:10:48"
"385",36,"M","African-American","25 - 45","Low","Male",4,-1,2,0,0,"2013-09-24 01:15:18","2013-09-26 04:16:06"
"386",53,"F","Caucasian","Greater than 45","Low","Male",2,-2,1,0,0,"2013-05-01 05:14:23","2013-05-02 05:04:15"
"387",28,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0,"2013-05-04 08:17:34","2013-05-10 09:32:52"
"388",24,"M","African-American","Less than 25","Low","Male",1,-1,4,0,0,"2013-09-20 03:56:36","2013-09-21 08:41:09"
"389",44,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0,"2013-12-18 07:50:18","2013-12-19 08:37:29"
"390",46,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-26 07:01:42","2013-02-27 07:50:29"
"391",37,"F","African-American","25 - 45","Medium","Male",6,0,5,0,0,"2013-03-24 03:36:52","2013-03-25 07:15:05"
"392",27,"F","African-American","25 - 45","Medium","Male",10,0,7,1,1,"2013-08-22 03:03:57","2013-08-22 08:25:10"
"393",40,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-02-11 10:39:48","2013-02-13 10:03:55"
"394",53,"F","Caucasian","Greater than 45","Low","Male",1,-6,1,0,0,"2014-03-15 04:06:38","2014-03-21 11:05:39"
"395",28,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2014-02-01 07:34:55","2014-02-02 07:48:16"
"396",23,"M","Hispanic","Less than 25","Medium","Male",0,0,5,0,0,"2014-02-10 04:37:45","2014-02-10 08:40:32"
"397",46,"F","Caucasian","Greater than 45","Low","Female",2,-1,1,0,0,"2013-02-11 07:18:03","2013-03-03 05:03:27"
"398",45,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-04-28 07:46:48","2013-04-30 03:53:04"
"399",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2014-02-27 05:17:46","2014-02-28 01:22:35"
"400",26,"F","Caucasian","25 - 45","Low","Male",1,0,3,1,1,"2014-02-13 02:31:02","2014-03-01 09:14:16"
"401",62,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-09 03:17:14","2013-01-12 03:08:45"
"402",24,"F","Hispanic","Less than 25","Medium","Male",1,-6,5,0,0,"2013-08-02 10:27:58","2013-08-08 11:00:55"
"403",21,"M","Caucasian","Less than 25","Medium","Male",0,-1,5,0,0,"2013-01-13 10:04:17","2013-01-14 12:55:21"
"404",25,"F","Caucasian","25 - 45","Low","Male",0,-1,3,1,1,"2014-12-12 07:29:14","2014-12-13 07:28:15"
"405",68,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-07 05:13:05","2013-01-10 09:39:29"
"406",21,"F","Caucasian","Less than 25","Medium","Male",1,-1,6,0,0,"2013-03-01 07:29:20","2013-03-02 07:28:52"
"407",37,"F","Hispanic","25 - 45","Low","Female",1,-1,1,0,0,"2014-02-02 08:11:13","2014-02-04 04:08:24"
"408",22,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0,"2013-11-12 01:16:29","2013-11-12 08:32:15"
"409",42,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-01-28 05:40:47","2013-01-29 01:19:50"
"410",48,"F","African-American","Greater than 45","Low","Male",2,0,1,0,0,"2013-04-01 06:58:00","2013-04-02 12:49:07"
