Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Dog,3.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Cappuchino was found wandering aimless on the street like a lost dog. He caught my attention when all my dogs were barking ferociously at him. He was in a rugged condition - flea, lice and tick infested, very thin, but cheerful still. I couldn't bear the thought of leaving him straying on the street helplessly. His mommy or siblings were no where. So I brought him to the vet, dewormed, deflead, deticked, vaccinated. I even shaved all his hair to allow new beautiful hair to start growing. He's a handsome healthy happy chap now. Cappuchino is a very smart alert dog, he doesn't bark incessantly. He only barks when he needed to pooh or pee. He learned how to ""sit"" on command in just a few minutes. He's very adorable, cheerful, happy-go-lucky, well-disciplined, mixes well with all other dogs of all sizes. I already have 3 big dogs in my small house, I can no longer afford to foster him. Please find a home for this adorable chap.",f291e702a-1.jpg,Mixed_Breed,True
Dog,54.0,Female,Golden,Unknown,Unknown,Small,No,Unknown,Unknown,Yes,Healthy,350.0,"She is very quiet and a very good watch dog she can get along we'll with other dogs . Friendly , easy going loves to watch tv send me SMS if u interested pls no calls thank you . Reason giving away too many dogs at home",b6256e92e-1.jpg,Shih_Tzu,True
Dog,2.0,Male,Black,Brown,Unknown,Small,Yes,Unknown,Unknown,Unknown,Minor Injury,0.0,"SOS: FOSTERER/ADOPTER NEEDED URGENTLY!! I'm in need of kind soul out there to foster/adopt this poor puppy which I rescued from the middle of the road in Seri Kembangan with bleeding paws. I have taken the puppy to the vet to get it treated. According to the vet, the puppy might have been a victim of hit & run case. The puppy is currently boarding at the vet and will be there for A WEEK ONLY!! I can't keep the puppy for too long as I'm living in an apartment. I'm willing to assist with the puppy's medical bill if someone is willing to foster/adopt. PLEASE HELP!!! Please contact:  Hero has found a forever home in Melaka. Thank you all for your concern & your emails & sms-es. Thanks again.",3e4f81782-4.jpg,Mixed_Breed,True
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,She is a Cute and intelligent girl.Born with a very special short tail. commitment to spay her is compulsory Interested to adopt pls contact me.,405b63ca5-8.jpg,Mixed_Breed,False
Cat,3.0,Female,Black,Yellow,White,Medium,No,No,Yes,No,Healthy,150.0,Name: Dowry Gender: Female Age: 3 months Diet: Iams Kitten Colour: Dilute Calico.. Father: MIx Maine Coon Mother: DSH.. Caracter: Active Kitten Call-haniza,61bf517f2-8.jpg,Domestic_Medium_Hair,False
Dog,2.0,Male,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,Chocolate n tan puppy for adoption. Please note that adopter hv to pay for their vaccinations and neutering,9dfcbe364-1.jpg,Mixed_Breed,False
Dog,8.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,rescued when she's about 4-5 months old with broken bone. fully recover after operation. a very smart and playful with mischevious character.,8a6701090-1.jpg,Mixed_Breed,False
Cat,1.0,Female,Black,Unknown,Unknown,Small,No,Yes,Yes,No,Healthy,0.0,I found this tiny kitten abandoned and I can not keep as have 2 dogs. The kitten is very friendly and good with dogs. I have had full vet check and all immunization shots. I'll pay for all this just need to find a loving home for this beautiful little kitten. I'm in klcc area. Please help. Text me on.,97b9d93d4-1.jpg,Persian,True
Dog,36.0,Female,Brown,Cream,Unknown,Small,No,Yes,Yes,Yes,Healthy,0.0,"Sahsa was a negleted doggie...she is verry loving dog, and verry adorable.... Your heart will melt when seeing her... please Dont buy but Adopt...save 1 life...give this littlemgirl 1 chance to be part of ypur life.... we required the new owner to borne her neutered fee and give her forever home...",9aa5ab22f-1.jpg,Shih_Tzu,True
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Sunny was born to a litter of 4 pups of a stray mixed breed mom. She was rescued underneath an abandon car called home as her tiny head was stuck in the car's metal bar or something and she was unable to free herself. I guess she was stucked there for almost 2days or so coz after I freed her, she kinda stumble in her walk. Then I realized she's blind as there is no reaction in her eyes movement when my fingers go near her eyes and she walk without direction. I took her in hopefully to adopt her permanently but I am staying in condo. And about a week plus or so, I noticed that she can actually see because she was following my cats around. I thought its because she can hear them or smell them, but no its not. SUNNY IS NOT BLIND! That was a good news. And now she is super naughty and enjoys playing w the cats and eats w them. But she still need a proper place especially a landed property or garden she can run around. And she will bark and make noise one day and condo is not a place for her. So if you are interested to adopt this adorable kecil fella, drop me a message via whatsapp or sms and I will contact u from there. Thanks",af9325798-4.jpg,Mixed_Breed,False
Cat,2.0,Female,Gray,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Introducing Alaska! ♦Adorable white girl, 8 weeks old, has blue eyes, ash-colored stripes and a long black tail. ♦Most vocal of the siblings. Likes to play and wrestle but also equally loves cuddles! :) ♦Already de-wormed and de-flead. Please drop me an email or call if interested. Details about your past experience with cats will be much appreciated. Thank you!",f80157011-1.jpg,Domestic_Short_Hair,True
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Unknown,Yes,No,Healthy,0.0,3 puppies siblings found in kepong. Very active friendly and bundle of joy for adoption. Adopter must be willing to spay later puppy needs a loving home.,8660ad37b-3.jpg,Mixed_Breed,False
Cat,22.0,Female,Black,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Poppy is a healthy, near to 2 years old female cat. She's entirely black, active, independant, smart and can be naughty some times. Poppy has been spayed, de-wormed, and vaccinated. The reason I let go of her is my personal health issue and I can't afford to keep a cat in the house anymore.",4df43033d-1.jpg,Domestic_Medium_Hair,False
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Cut puppy looking for a foever home.Commitment to spay is compulsory. If u are interested to gv her a home. Pls contact Amy,f28036d8a-4.jpg,Weimaraner,False
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"This 2 month old sweetheart with light brown eyes was rescued by my family a week ago. He is very sweet and friendly and loves to cuddle and play. If you would like to give him a forever home, do call or drop a text! :)",527071e27-3.jpg,Mixed_Breed,True
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Cute puppy looking for a forever home. Commitment to spay is compulsory. Interested to adopt pls contact ,46c834c70-1.jpg,Mixed_Breed,True
Dog,3.0,Male,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Brownie is just the cutest little boy with his sharp snout and his pointed ears. Looks like a little bull dog. Alert to sounds and loves to play and easily trained. Please contact Elaine at the second number for immediate response.,df880995b-1.jpg,Mixed_Breed,False
Dog,84.0,Male,Gray,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,100.0,"We took Cheque(2 months old puppy)back from one of the petshop in Puchong back in , have been staying with us since till now. He is friendly especially to kids, obedient and smart.",944a5fec2-1.jpg,Mixed_Breed,True
Cat,36.0,Male,Black,Gray,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Mr CrankyPants is one of the cats in a feral colony that my neighbor and I care for. Unlike the others, he has become extremely tame and affectionate. While this is nice for us caretakers, it has made our sweet boy vulnerable to abuse. We suspect he has been intentionally harmed at least twice. Once he suffered a terrible wound on his chest that looked like he had been scalded with boiling water. More recently he became very ill and we think he was poisoned. Our neighbors have been complaining about the stray cats because they are pampered losers with nothing better to do with their lives. In light of these things against our little Cranks, it is with heavy hearts that we have decided to put him up for adoption. We love him but we are both full with our own pet cats and foster animals at the moment. I cannot afford to give him the quality of life that he so deserves and the attention that he craves. I think Mr CrankyPants would get along best as an only cat, or with a spayed female cat. I say this because he does not get along with the other male cats in the feral colony but he is just fine with the females. What's special about Cranks? Sure, he looks like an ordinary grey tabby but his personality is one in a million. He is the sweetest, most affectionate, and attention-seeking cat I have ever met and believe me I've met a lot of cats! He loves giving cuddles as much as he loves receiving them. When he has bonded to someone, he can't get enough of their love and he is never finished affectionately butting his head on you and expressing his gratitude. This cuddlebunny used to be the king of the colony but now he's a teddy bear. He's already been neutered and is healthy and toilet-trained. All that's left now is to find him his perfect human match. Could that be you? Would you like a kitty as sweet, loving, and loyal as a dog? Then Cranks is the one for you. Email or text me if you're interested. More pictures coming soon! He's pretty hard to photograph because he can't sit still! He's constantly rubbing his head on me and being super duper manja. Please, no caging except in instances of illness of injury. Cranks is a free spirit and he loves exploring.",71655dcec-1.jpg,Domestic_Short_Hair,False
Dog,14.0,Female,Brown,White,Unknown,Small,Yes,Yes,Yes,No,Healthy,50.0,"Hi. I do no have time to spend with my dog, so i think that it will be best if she finds a home where she'll have the attention she needs. She's active & healthy. Monthly given her Heartgard to prevent any worm heart infection.",a0fb13b2e-1.jpg,Jack_Russell_Terrier,True
Dog,36.0,Male,Black,Brown,White,Small,Yes,Yes,Yes,No,Healthy,450.0,"CH Sired Male Adult Chihuahua looking for a good home! Dog's Name: ""Mango"" Age: 3 years old Breed: Purebred Chihuahua Coat Type: Short Hair Size: Very Small, Approx. 2kgs Beautiful small sized male chihuahua. Excellent apple head, short nose and compact body. Father is Imported and Malaysia Champion. Gets along well with other dogs and cats. He is a very happy and good natured dog and loves to play or just sit in your lap and cuddle. House trained to potty in a tray. His present owners are relocating and unable to keep him so he is looking for a family that will love him forever. ""Mango"" is available for viewing in Penang. However, I do travel frequently to KL so I can always bring him down to KL with me FOC. If you would like to provide ""Mango"" with a new forever home or have further questions, please contact call/Whatsapp me at. Thanks.",719917454-2.jpg,Chihuahua,True
Dog,8.0,Female,White,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Her owner is a student staying in a student hse. They moved out without bringing her along. V friendly and good nature dog. Alert and gd guard dog when stranger come near the gate. No problem in accepting new owner. Hope some one can gv her a home.,132cc7d6c-1.jpg,Mixed_Breed,True
Dog,48.0,Male,Black,Brown,Unknown,Large,Yes,Yes,Yes,Unknown,Healthy,0.0,"A very friendly rottweiler looking for loving home... his back leg was broken, so his was dump in the street.. He have been rescued & treated for his back leg.. In another week his leg will be fully recovered.. Please give him a loving home & family.. he have suffered enough.. now he needs a family who loving him for rest of his life...",8eab07081-5.jpg,Rottweiler,True
